"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","A.wav","0",20,0.229030370960088,0.0472477970019931,0.240292909448116,0.207136988747991,0.261596713698875,0.0544597249508841,6.09306511597347,61.2171364202482,0.875664289675386,0.263225168675411,0.26204679407037,0.229030370960088,0,0.176677150659634,0.0469208211143695,0.27906976744186,1.20015587885986,0,12.0703125,12.0703125,0.0612755353910529
